product_id,product_name,product_url,price,stock_total,stock_per_size,sizes_available,category,brand,country_of_origin,shoe_model,material,shipped_from,rating,review_count,sold_count,description,image_urls,image_local_paths
253449367_57402386866,Gale Soccer Black - Nappa Milano - Sepatu Sneakers Pria,https://shopee.co.id/Gale-Soccer-Black-Nappa-Milano-Sepatu-Sneakers-Pria-i.253449367.57402386866,719000.0,0,"{""40"": 0, ""41"": 0, ""42"": 0, ""43"": 0, ""44"": 2, ""45"": 0}",44,Sepatu Pria > Sneakers,NAPPA MILANO,,,,KAB. TANGERANG,4.9,16,48,"Gale Soccer draws inspiration from the silhouette of classic football footwear, bringing the spirit of the game into everyday life. Designed with flat soles and chosen materials for comfort outside the field, this pair offers soft textures that feel great from the very first step. Gale Soccer pairs well with any outfit, making it a must-have for anyone who craves a distinctive and stylish addition to their daily attire.
Materials:
- Upper: Nubuck leather & Lamb skin leather
- Lining: Lamb skin leather
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/sg-11134201-82274-mhpvvefca6mb3a,data/images/253449367_57402386866/img_0.jpg
253449367_40164312975,Rene Classic Flats Cream - Nappa Milano - Sepatu Flat Wanita,https://shopee.co.id/Rene-Classic-Flats-Cream-Nappa-Milano-Sepatu-Flat-Wanita-i.253449367.40164312975,839000.0,0,"{""36"": 0, ""37"": 0, ""38"": 0, ""39"": 0, ""40"": 0, ""41"": 0}","36, 37, 38, 39, 40, 41",Sepatu Wanita > Sepatu Flat > Pointed Flats,NAPPA MILANO,Indonesia,,Kulit,KAB. TANGERANG,5.0,23,76,"Clean, sleek, and versatile. The Rene Classic Flats feature a pointed-toe design that
pairs effortlessly with casual and formal looks. Its slip-on style ensures all-day ease.
Features:
-Sleek, pointed-toe design for a modern yet timeless look.
-Lightweight and comfortable for all-day wear
Materials:
- Upper: Nappa Leather
- Lining: Textile
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/sg-11134201-7rdyh-mdodpbr7wtk417_tn,data/images/253449367_40164312975/img_0.jpg
253449367_24885823806,Conrad Roman Sandal Brown - Nappa Milano - Sandal Kulit Pria,https://shopee.co.id/Conrad-Roman-Sandal-Brown-Nappa-Milano-Sandal-Kulit-Pria-i.253449367.24885823806,879000.0,0,"{""39"": 58, ""40"": 58, ""41"": 58, ""42"": 58, ""43"": 58, ""44"": 58, ""45"": 58}","39, 40, 41, 42, 43, 44, 45",Sepatu Pria > Sandal > Sandal Jepit & Sandal Lainnya,NAPPA MILANO,Indonesia,,,KAB. TANGERANG,4.5,4,15,"For packaging protection, please add bubble wrap to your order (will add 1 kg to your total order weight)
https://shopee.co.id/product/253449367/22320248351/
The Conrad Roman is a slip-on inspired by ancient design. Features a woven strap pattern that channels the essence of ancient Roman and Middle-Eastern fashion and elegance.
Features:
Ancient Elegant Design: Featuring a woven-like pattern that displays an ethnic look and offers breathability. A breezier dress shoe. A non-sandal sandal, if you will.
Hand-Painted: Each pair is meticulously painted by skilled artisans to ensure exceptional quality and a perfect look.
Comfort Feeling: Equipped with a cushioned insole and breathable lining, ensuring all-day comfort.
Made with Vegetable Tanned Leather: The 'Vegetable' refers to the tanning process. This process uses natural tannins from tree bark. Vegetable tanning is one of the oldest methods known to man and is still used to this day. This process ensures the leather's durability and elegant look.
Experience an exquisite look and feel with Conrad Roman.
Materials:
- Upper: Hand-Painted Vegetable Tanned Leather
- Outsole: EVA Rubber
- Lining: Garment
- Construction: Cementing",https://down-id.img.susercontent.com/file/sg-11134201-7rdw5-lzybal24bsavdc_tn,data/images/253449367_24885823806/img_0.jpg
253449367_55405850814,Rue Jane Mousse - Nappa Milano - Sepatu Flat Sneakers Wanita,https://shopee.co.id/Rue-Jane-Mousse-Nappa-Milano-Sepatu-Flat-Sneakers-Wanita-i.253449367.55405850814,749000.0,0,"{""36"": 0, ""37"": 83, ""38"": 83, ""39"": 83, ""40"": 83, ""41"": 0, ""42"": 0}","37, 38, 39, 40",Sepatu Wanita > Sneakers,NAPPA MILANO,,,,KAB. TANGERANG,5.0,23,69,"A sneaker, a Mary Jane — a little bit of both.
Meet Rue Jane, the newest addition to the Rue family. Designed with the same sneakerina spirit you love, Rue Jane features a velcro strap that adds a refined, feminine touch while keeping every step comfortable and supported.
Rue Jane balances softness and structure for all-day wear. Wear them with socks for a playful look, or keep it minimal for a cleaner silhouette. Available in two colors: Cherry, a deep festive red. Mousse, a warm mocha-toned brown.
Materials:
- Upper: Nappa Leather, Suede Leather & Mesh Fabric
- Lining: Mesh Fabric
- Outsole: Cupsole Rubber
- Construction: Cemented",https://down-id.img.susercontent.com/file/sg-11134201-825zz-mkc5ix45xdl30f_tn,data/images/253449367_55405850814/img_0.jpg
253449367_18653759138,Blake Brogues Brown - Nappa Milano - Sepatu Pria,https://shopee.co.id/Blake-Brogues-Brown-Nappa-Milano-Sepatu-Pria-i.253449367.18653759138,839000.0,0,"{""39"": 0, ""40"": 0, ""41"": 0, ""42"": 2, ""43"": 2, ""44"": 0, ""45"": 0, ""46"": 0, ""47"": 0, ""48"": 0, ""49"": 0}","42, 43",Sepatu Pria > Sepatu Formal > Oxford,NAPPA MILANO,Indonesia,,,KAB. TANGERANG,4.8,118,270,"For packaging protection, please add bubble wrap to your order (will add 1 kg to your total order weight)
https://shopee.co.id/product/253449367/22320248351/
Clean and smart craftsmanship with easy slip-on style. This represents the concept of minimalism and simplicity but still putting forward the essence of formal classic. Blake Brogues Brown, your go-to shoes for day and night.
Material: Nappa Leather
Lining: Lambskin
Outsole: Fiber Rubber
Construction: Cementing with Stitched Outsole",https://down-id.img.susercontent.com/file/sg-11134201-7rcfd-lrikpdgxs03335,data/images/253449367_18653759138/img_0.jpg
253449367_44223223951,Lacy Ballet Flats Red - Nappa Milano - Sepatu Flat Kulit Wanita,https://shopee.co.id/Lacy-Ballet-Flats-Red-Nappa-Milano-Sepatu-Flat-Kulit-Wanita-i.253449367.44223223951,759000.0,0,"{""36"": 0, ""37"": 13, ""38"": 13, ""39"": 13, ""40"": 0, ""41"": 0}","37, 38, 39",Sepatu Wanita > Sepatu Flat > Rounded Toe Flats,NAPPA MILANO,Indonesia,,,KAB. TANGERANG,4.9,26,98,"A soft and feminine take on the classic ballet flat. Designed with an elastic strap for a touch of charm and a secure fit, the Lacy Ballet Flats add effortless elegance to your everyday looks — from casual strolls to dressier moments. Available in: White, Black, Red, and Silver.
Materials:
- Upper: Lamb Skin
- Lining: Textile
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/sg-11134201-824hv-mfl4t55srkehd4_tn,data/images/253449367_44223223951/img_0.jpg
253449367_24266105427,Takiss Puff Lilac - Nappa Milano - Sepatu Mules Wanita,https://shopee.co.id/Takiss-Puff-Lilac-Nappa-Milano-Sepatu-Mules-Wanita-i.253449367.24266105427,939000.0,0,"{""36"": 6, ""37"": 6, ""38"": 6, ""39"": 0, ""40"": 0}","36, 37, 38","Sepatu Wanita > Slip Ons, Mary Janes & Mules",NAPPA MILANO,Indonesia,,,KAB. TANGERANG,4.0,3,12,"A flattering yet bold cushioned platform sandal made of puffer lambskin with a unique toe design, adjustable strap, and sling-back feature. Watch out for the charming heart-shaped buckle details and a chunky outsole that adds height and flair. Choose between black or lilac.
Upper: Puffer Lamb Skin
Lining: Soft Garment
Insole: EVA Insole
Outsole: Phylon Rubber
Construction: Cemented",https://down-id.img.susercontent.com/file/sg-11134201-7rcfb-lsgptsjsh65i6d,data/images/253449367_24266105427/img_0.jpg
253449367_43504264612,Rene Split Olive,https://shopee.co.id/Rene-Split-Olive-i.253449367.43504264612,869000.0,0,"{""36"": 0, ""37"": 0, ""38"": 0, ""39"": 0, ""40"": 0}","36, 37, 38, 39, 40","Sepatu Wanita > Slip Ons, Mary Janes & Mules",NAPPA MILANO,,,,KAB. TANGERANG,4.9,33,146,"Materials:
- Upper: Nappa Leather
- Lining: Textile
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/sg-11134201-7rauy-mawim99fm489a1,data/images/253449367_43504264612/img_0.jpg
253449367_18930739469,Sam Penny Black - Nappa Milano - Sepatu Pria,https://shopee.co.id/Sam-Penny-Black-Nappa-Milano-Sepatu-Pria-i.253449367.18930739469,989000.0,0,"{""39"": 0, ""40"": 0, ""41"": 0, ""42"": 0, ""43"": 1, ""44"": 0, ""45"": 0}",43,Sepatu Pria > Sepatu Formal > Loafer,NAPPA MILANO,Indonesia,,Kulit,KAB. TANGERANG,4.9,363,989,"The Penny collection is the perfect combination of both elegances and effortless. The slick yet effortless design, undoubtedly comfort from their cushy sole, is an excellent addition to your sophisticated everyday companions. Choose either of their flattering colors, Black or Maroon.
Upper Material: Brush-Off Leather
Outsole: Lightweight Rubber
Insole: Injected Rubber
Construction: Cemented
Lining: Soft Garmen",https://down-id.img.susercontent.com/file/sg-11134201-7rblf-lqka2osw2q1yb2,data/images/253449367_18930739469/img_0.jpg
253449367_47552529580,Union Sneakers Black/White Nappa Leather Hybrid,https://shopee.co.id/Union-Sneakers-Black-White-Nappa-Leather-Hybrid-i.253449367.47552529580,929000.0,0,"{""41"": 26, ""42"": 26, ""43"": 26, ""44"": 26, ""45"": 26}","41, 42, 43, 44, 45",Sepatu Pria > Sneakers,NAPPA MILANO,,,,KAB. TANGERANG,4.0,1,7,"The Union Sneakers blend elements from iconic sneaker designs—creating a modern hybrid inspired by classic GAT heritage. Crafted with a mix of nappa leather, suede, and natural milling leather, they offer rich texture and timeless style.
A soft garment lining ensures comfort, while the lightweight rubber outsole provides flexibility and everyday ease. Finished with durable cementing construction, Union is designed for both style and longevity. Available in White Olive and Black White—your new go-to sneaker for elevated everyday wear.
Materials:
- Upper: Nappa leather, suede leather & natural milling leather
- Lining: Garment
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/sg-11134201-8226i-mhstxch6ocn873,data/images/253449367_47552529580/img_0.jpg
253449367_26129184024,Damian Buckle Brown - Nappa Milano - Sepatu Kulit Pria,https://shopee.co.id/Damian-Buckle-Brown-Nappa-Milano-Sepatu-Kulit-Pria-i.253449367.26129184024,799000.0,0,"{""39"": 0, ""40"": 0, ""41"": 0, ""42"": 17, ""43"": 17, ""44"": 17, ""45"": 0}","42, 43, 44",Sepatu Pria > Sepatu Formal > Oxford,NAPPA MILANO,Indonesia,Elegant,Kulit,KAB. TANGERANG,5.0,23,70,"Materials:
- Upper: Nappa Leather
- Lining: Garment
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/id-11134207-7rbk1-m7fy03x1mjme9d,data/images/253449367_26129184024/img_0.jpg
253449367_56561651076,Gail Dainty Red,https://shopee.co.id/Gail-Dainty-Red-i.253449367.56561651076,929000.0,0,"{""36"": 36, ""37"": 36, ""38"": 36, ""39"": 36, ""40"": 36}","36, 37, 38, 39, 40",Sepatu Pria > Sepatu Formal > Loafer,NAPPA MILANO,,,,KAB. TANGERANG,,,2,"Gail Dainty introduces a softer side of Gail — combining feminine details with the comfort and ease of an everyday sneaker. Designed with a lightweight feel, soft elastic finishing, and delicate lace accents, the silhouette brings a playful yet effortless touch to daily wear. Easy to style and comfortable to move in, Gail Dainty is made for girls who love the comfort sneakers bring, but with a softer, more feminine touch.
Materials:
- Upper: Suede Leather & Nylon
- Lining: Textile
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/sg-11134201-823pe-mp1v7934vaps16,data/images/253449367_56561651076/img_0.jpg
253449367_53753809095,Lacy Classic Flats Maroon - Nappa Milano - Sepatu Flat Wanita,https://shopee.co.id/Lacy-Classic-Flats-Maroon-Nappa-Milano-Sepatu-Flat-Wanita-i.253449367.53753809095,919000.0,0,"{""36"": 31, ""37"": 31, ""38"": 31, ""39"": 31, ""40"": 31, ""41"": 0}","36, 37, 38, 39, 40",Sepatu Wanita > Sepatu Flat > Rounded Toe Flats,NAPPA MILANO,Indonesia,,,KAB. TANGERANG,4.9,19,68,"Timeless and versatile, the Lacy Classic Flats feature a clean, minimal silhouette that complements any outfit. Crafted for all-day comfort, they’re every lady go-to pair for a polished, easy look every day. Now available in three new colorways: beige, maroon, and tan.
Materials:
- Upper: Lamb Skin
- Lining: Textile
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/sg-11134201-81zuq-mir32mck6tqeab_tn,data/images/253449367_53753809095/img_0.jpg
253449367_45202300917,Luther Penny Maroon - Nappa Milano - Sepatu Kulit Pria,https://shopee.co.id/Luther-Penny-Maroon-Nappa-Milano-Sepatu-Kulit-Pria-i.253449367.45202300917,829000.0,0,"{""39"": 0, ""40"": 0, ""41"": 0, ""42"": 0, ""43"": 0, ""44"": 14, ""45"": 14, ""46"": 0}","44, 45",Sepatu Pria > Sepatu Formal > Loafer,NAPPA MILANO,Indonesia,,Kulit,KAB. TANGERANG,4.9,56,185,"Meet the Luther Penny, an easy, polished loafer made for everyday wear. Crafted from soft Nappa leather and lined with smooth garment leather, it feels as good as it looks. The lightweight rubber sole keeps you comfortable on the move.
Easy to wear and easy to style, Luther Penny is available in Black, Brown, and Maroon. Luther effortlessly enhances your overall look, combining prestige with timeless appeal—the perfect choice for days when you want to look sharp without trying too hard.
Materials:
- Upper: Nappa leather
- Lining: Garment
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/sg-11134201-82267-mhlz12ogy0oy0d,data/images/253449367_45202300917/img_0.jpg
253449367_42370570158,Piatta Belt Maroon - Nappa Milano - Sepatu Flat Wanita,https://shopee.co.id/Piatta-Belt-Maroon-Nappa-Milano-Sepatu-Flat-Wanita-i.253449367.42370570158,869000.0,0,"{""36"": 94, ""37"": 94, ""38"": 94, ""39"": 94, ""40"": 94, ""41"": 0, ""42"": 94}","36, 37, 38, 39, 40, 42",Sepatu Wanita > Sepatu Flat > Sepatu Flat Lainnya,NAPPA MILANO,Indonesia,,Kulit,KAB. TANGERANG,4.9,94,408,"Meet the Piatta Belt — a new twist on our classic Piatta. Designed with the same signature square-toe silhouette and effortless comfort, this version is elevated with a sleek belt accent for added charm. Balancing timeless simplicity with modern character, this versatile pair is made to take you seamlessly from day to night.
Materials:
- Upper: Brush-Off Leather (Maroon)
- Lining: Soft Garment
- Outsole: Fiber Rubber
- Construction: Cemented",https://down-id.img.susercontent.com/file/sg-11134201-824ib-mez71t4hj7yh25_tn,data/images/253449367_42370570158/img_0.jpg
253449367_28679172889,Damian Monkstrap Black - Nappa Milano - Sepatu Formal Pria,https://shopee.co.id/Damian-Monkstrap-Black-Nappa-Milano-Sepatu-Formal-Pria-i.253449367.28679172889,739000.0,0,"{""39"": 0, ""40"": 0, ""41"": 8, ""42"": 0, ""43"": 8, ""44"": 8, ""45"": 0}","41, 43, 44",Sepatu Pria > Sepatu Formal > Oxford,NAPPA MILANO,Indonesia,Elegant,Kulit,KAB. TANGERANG,5.0,12,57,"Materials:
- Upper: Nappa Leather
- Lining: Garment
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/id-11134207-7rbkd-m7fy03xboydi40,data/images/253449367_28679172889/img_0.jpg
253449367_26217946362,"Nappa Milano Invisible Socks Black, Cotton, 37-45",https://shopee.co.id/Nappa-Milano-Invisible-Socks-Black-Cotton-37-45-i.253449367.26217946362,799000.0,0,{},,Sepatu Pria > Kaos Kaki,-,,,,KAB. TANGERANG,4.9,289,1RB+,"Compliment your look with comfortable toes! Nappa Milano’s newest socks are designed to ensure comfort to your feet while remaining classy. Using high quality cotton material to keep your toes pleasant, it comes in two different lengths and three neutral colors to support your daily polished attire.
All Size: 37 - 45",https://down-id.img.susercontent.com/file/sg-11134201-7renn-m2qj03yb5sbx0b,data/images/253449367_26217946362/img_0.jpg
253449367_52961638786,Luther Penny Cognac - Nappa Milano - Sepatu Kulit Pria,https://shopee.co.id/Luther-Penny-Cognac-Nappa-Milano-Sepatu-Kulit-Pria-i.253449367.52961638786,1039000.0,0,"{""39"": 0, ""40"": 88, ""41"": 88, ""42"": 88, ""43"": 88, ""44"": 88, ""45"": 88, ""46"": 88}","40, 41, 42, 43, 44, 45, 46",Sepatu Pria > Sepatu Formal > Loafer,NAPPA MILANO,Indonesia,,Kulit,KAB. TANGERANG,,,0,"Meet the Luther Penny, an easy, polished loafer made for everyday wear. Crafted from soft Nappa leather and lined with smooth garment leather, it feels as good as it looks. The lightweight rubber sole keeps you comfortable on the move. Luther effortlessly enhances your overall look, combining prestige with timeless appeal—the perfect choice for days when you want to look sharp without trying too hard.
Discover Luther’s three new colorways, Green, Brown Suede, and Black-White, colors that offer a slightly bolder expression but remain timeless and elegant.
Materials:
- Upper: Nappa leather
- Lining: Garment
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/sg-11134201-823rb-mp1v8cewsb9r27,data/images/253449367_52961638786/img_0.jpg
253449367_23981772019,Cyrus Cirro - Nappa X Kevinswork Loafer Tersedia Dalam Berbagai Warna,https://shopee.co.id/Cyrus-Cirro-Nappa-X-Kevinswork-Loafer-Tersedia-Dalam-Berbagai-Warna-i.253449367.23981772019,849000.0,0,"{""39"": 15, ""40"": 15, ""41"": 15, ""42"": 15, ""43"": 0}","39, 40, 41, 42",Sepatu Pria > Sneakers,NAPPA MILANO,Indonesia,,,KAB. TANGERANG,5.0,2,4,"For packaging protection, please add bubble wrap to your order (will add 1 kg to your total order weight)
https://shopee.co.id/product/253449367/22320248351/
This Nappa Milano x Kevinswork collaboration collection is a classic loafer decorated with fringe and tassel accents. True to its name (coming from Nimbostratus cloud— a dark and grey cloud), Nimbo Loafers offers you a dark colour palette upper. But watch out for a hint of blue and pink colour, including a man and woman dancing on the back of each pair—showing that you can still dance the darkness away whenever there's a gloomy day!
Materials:
- Upper: Nappa Leather
- Insole: Injected Phylon Foam
- Construction: Cemented
- Lining: Soft Garment
- Outsole: Lightweight EVA Rubber",https://down-id.img.susercontent.com/file/sg-11134201-7rbnd-lm761tkwpaob2e,data/images/253449367_23981772019/img_0.jpg
253449367_57402386866,Gale Soccer Black - Nappa Milano - Sepatu Sneakers Pria,https://shopee.co.id/Gale-Soccer-Black-Nappa-Milano-Sepatu-Sneakers-Pria-i.253449367.57402386866,740050.0,0,"{""40"": 0, ""41"": 0, ""42"": 0, ""43"": 0, ""44"": 2, ""45"": 0}",44,Sepatu Pria > Sneakers,NAPPA MILANO,,,,KAB. TANGERANG,4.9,16,48,"Gale Soccer draws inspiration from the silhouette of classic football footwear, bringing the spirit of the game into everyday life. Designed with flat soles and chosen materials for comfort outside the field, this pair offers soft textures that feel great from the very first step. Gale Soccer pairs well with any outfit, making it a must-have for anyone who craves a distinctive and stylish addition to their daily attire.
Materials:
- Upper: Nubuck leather & Lamb skin leather
- Lining: Lamb skin leather
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/sg-11134201-82274-mhpvvefca6mb3a,data/images/253449367_57402386866/img_0.jpg
253449367_55809347090,Rene Strap Flats Silver - Nappa Milano - Sepatu Flat Wanita,https://shopee.co.id/Rene-Strap-Flats-Silver-Nappa-Milano-Sepatu-Flat-Wanita-i.253449367.55809347090,799000.0,0,"{""36"": 41, ""37"": 41, ""38"": 41, ""39"": 41, ""40"": 41}","36, 37, 38, 39, 40",Sepatu Wanita > Sepatu Flat > Pointed Flats,NAPPA MILANO,,,Lainnya,KAB. TANGERANG,,,5,"The Rene Strap Flats combine simplicity and elegance with clean lines, a soft almond toe, and a stylish adjustable strap that offers both character and functionality. Designed for all-day wear, these lightweight flats provide effortless comfort while maintaining a refined, elegant look. Available in color black, brown, mocha, olive, cherry, silver, moss and burgundy.
Materials:
- Upper: Nappa Leather
- Lining: Textile
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/sg-11134201-820of-mndrq29oetc369,data/images/253449367_55809347090/img_0.jpg
253449367_52853818157,Lacy Ballet Flats Blush - Nappa Milano - Sepatu Flat Wanita,https://shopee.co.id/Lacy-Ballet-Flats-Blush-Nappa-Milano-Sepatu-Flat-Wanita-i.253449367.52853818157,989000.0,0,"{""36"": 25, ""37"": 25, ""38"": 25, ""39"": 25, ""40"": 25, ""41"": 0}","36, 37, 38, 39, 40",Sepatu Wanita > Sepatu Flat > Rounded Toe Flats,NAPPA MILANO,,,Kulit,KAB. TANGERANG,5.0,7,29,"A soft and feminine take on the classic ballet flat. Designed with an elastic strap for a touch of charm and a secure fit, the Lacy Ballet Flats add effortless elegance to your everyday looks — from casual strolls to dressier moments. Available in: White, Black, Red, and Silver.
Materials:
- Upper: Lamb Skin
- Lining: Textile
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/sg-11134201-81zw9-mir31r8wm7lw08_tn,data/images/253449367_52853818157/img_0.jpg
253449367_29907447332,Pier Classic Loafers Beige - Nappa Milano - Sepatu Kulit,https://shopee.co.id/Pier-Classic-Loafers-Beige-Nappa-Milano-Sepatu-Kulit-i.253449367.29907447332,939000.0,0,"{""38"": 0, ""39"": 41, ""40"": 41, ""41"": 41, ""42"": 41, ""43"": 41, ""44"": 41, ""45"": 41}","39, 40, 41, 42, 43, 44, 45",Sepatu Pria > Sepatu Formal > Loafer,NAPPA MILANO,Indonesia,,Kulit,KAB. TANGERANG,4.9,153,435,"For packaging protection, please add bubble wrap to your order (will add 1 kg to your total order weight)
https://shopee.co.id/product/253449367/22320248351/
Pier Classic Loafers is the epitome of luxury and style. Meticulously crafted with high-quality materials, these loafers exude sophistication and elegance, making them the perfect choice for any classy gentleman. Offered in beige and camel.
Materials:
- Upper: Lambskin Suede
- Lining: Garment
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/id-11134207-7rash-m4proq9m6pgu29_tn,data/images/253449367_29907447332/img_0.jpg
253449367_28662413336,Piatta Classica Maroon - Nappa Milano - Sepatu Flat Wanita,https://shopee.co.id/Piatta-Classica-Maroon-Nappa-Milano-Sepatu-Flat-Wanita-i.253449367.28662413336,869000.0,0,"{""36"": 38, ""37"": 0, ""38"": 0, ""39"": 38, ""40"": 38, ""41"": 0, ""42"": 0}","36, 39, 40","Sepatu Wanita > Slip Ons, Mary Janes & Mules",NAPPA MILANO,Indonesia,Flat Shoes,,KAB. TANGERANG,4.9,594,2RB+,"For packaging protection, please add bubble wrap to your order (will add 1 kg to your total order weight)
https://shopee.co.id/product/253449367/22320248351/
Experience timeless sophistication with the Piatta Classica Women's Flat Shoes. Meticulously crafted from luxurious full-grain leather, these classic flats are designed to offer both elegance and unparalleled comfort.
Features:
- Distinctive 'N' Stitch Detail: A subtle yet elegant 'N' stitch design that nods to Nappa Milano and adds a unique touch of sophistication to the classic profile. This refined detail enhances the overall look without overwhelming the minimalist design.
- Superior Comfort: The Piatta shoes, crafted with a cushioned insole and outsole made of fiber rubber, provide all-day comfort without compromising on style.
- Premium Materials: Made with high-quality materials, these shoes boast durability and a refined finish.
- Timeless & Versatile: Available in various colors, from timeless neutrals to vibrant hues, the Piatta flats effortlessly complement any outfit, making them a must-have addition to your wardrobe.
Materials:
- Upper: Brush-Off Leather
- Lining: Soft Garment
- Outsole: Fiber Rubber
- Construction: Cemented",https://down-id.img.susercontent.com/file/id-11134207-7rasi-m26kku42wr2185_tn,data/images/253449367_28662413336/img_0.jpg
253449367_55404568124,Kiko Jane Brown - Nappa Milano - Sepatu Flat Wanita,https://shopee.co.id/Kiko-Jane-Brown-Nappa-Milano-Sepatu-Flat-Wanita-i.253449367.55404568124,1049000.0,0,"{""36"": 4, ""37"": 0, ""38"": 0, ""39"": 0, ""40"": 0, ""41"": 4, ""42"": 4}","36, 41, 42",Sepatu Wanita > Sepatu Flat > Rounded Toe Flats,NAPPA MILANO,,,Kulit,KAB. TANGERANG,5.0,6,37,"Kiko Jane is inspired by the classic Mary Jane silhouette. It features a rounded toe, a clean strap detail, and a soft leather upper, finished with a flexible gum sole. Light on the feet and easy to wear, Kiko Jane is designed to elevate everyday looks while remaining comfortable for all-day wear. Available in two color options: beige and brown.
Materials:
- Upper: Nappa Leather
- Lining: Garment
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/sg-11134201-8261t-mjez886hmgw24f_tn,data/images/253449367_55404568124/img_0.jpg
253449367_44223223951,Lacy Ballet Flats Red - Nappa Milano - Sepatu Flat Kulit Wanita,https://shopee.co.id/Lacy-Ballet-Flats-Red-Nappa-Milano-Sepatu-Flat-Kulit-Wanita-i.253449367.44223223951,839000.0,0,"{""36"": 0, ""37"": 13, ""38"": 13, ""39"": 13, ""40"": 0, ""41"": 0}","37, 38, 39",Sepatu Wanita > Sepatu Flat > Rounded Toe Flats,NAPPA MILANO,Indonesia,,,KAB. TANGERANG,4.9,26,98,"A soft and feminine take on the classic ballet flat. Designed with an elastic strap for a touch of charm and a secure fit, the Lacy Ballet Flats add effortless elegance to your everyday looks — from casual strolls to dressier moments. Available in: White, Black, Red, and Silver.
Materials:
- Upper: Lamb Skin
- Lining: Textile
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/sg-11134201-824hv-mfl4t55srkehd4_tn,data/images/253449367_44223223951/img_0.jpg
253449367_50301703145,Rue Sneakers Cherry - Nappa Milano - Sepatu Kulit Wanita,https://shopee.co.id/Rue-Sneakers-Cherry-Nappa-Milano-Sepatu-Kulit-Wanita-i.253449367.50301703145,899000.0,0,"{""36"": 0, ""37"": 0, ""38"": 0, ""39"": 10, ""40"": 0, ""41"": 0, ""42"": 0}",39,Sepatu Wanita > Sneakers,NAPPA MILANO,Indonesia,,,KAB. TANGERANG,4.8,57,186,"A sneaker, a ballerina—a little bit of both. Meet Rue, our first sneakerina, your new go-to pair that blends street style with feminine flair. With sporty mesh panels, contrast stitching, and lace-up details, Rue delivers comfort and character in every step. Available in two colors: Mousse, a warm mocha-toned brown, and Dusty, a soft grey you’ll wear on repeat. Pair them with socks for a playful touch or go bare for a sleeker look.
Materials: Nappa Leather, Suede Leather & Mesh Fabric
Lining: Mesh Fabric
Outsole: Cupsole Rubber
Construction: Cemented",https://down-id.img.susercontent.com/file/sg-11134201-821g2-mh8u8gk4nf2n59_tn,data/images/253449367_50301703145/img_0.jpg
253449367_19192981678,Conrad Brogues Black - Nappa Milano - Sepatu Pria,https://shopee.co.id/Conrad-Brogues-Black-Nappa-Milano-Sepatu-Pria-i.253449367.19192981678,729000.0,0,"{""39"": 0, ""40"": 0, ""41"": 3, ""42"": 0, ""43"": 0, ""44"": 0, ""45"": 0}",41,Sepatu Pria > Sepatu Formal > Oxford,NAPPA MILANO,Indonesia,,Kulit,KAB. TANGERANG,4.7,12,58,"For packaging protection, please add bubble wrap to your order (will add 1 kg to your total order weight)
https://shopee.co.id/product/253449367/22320248351/
Conrad Brogues is a classic oxford with minimalist broguing details that elevates this lace-up oxford from smooth and shiny hand-painted Vegetable that will leave you looking sharp. Take your look to the next level with this dressy brogue oxford.
Upper: Hand-painted Vegetable Leather
Outsole: Eva Rubber
Lining: Soft Garment",https://down-id.img.susercontent.com/file/sg-11134201-7rblu-lqkakw86xuue03_tn,data/images/253449367_19192981678/img_0.jpg
